ObservationDate,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active
2020-03-25,India,NA,657,12,43,602
2020-03-25,Indonesia,NA,790,58,31,701
2020-03-25,Iran,NA,27017,2077,9625,15315
2020-03-25,Iraq,NA,346,29,103,214
2020-03-25,Israel,NA,2369,5,58,2306
2020-03-25,Japan,NA,1307,45,310,952
2020-03-25,Jordan,NA,172,0,1,171
2020-03-25,Kazakhstan,NA,81,0,0,81
2020-03-25,South Korea,NA,9137,126,3730,5281
2020-03-25,Kuwait,NA,195,0,43,152
2020-03-25,Kyrgyzstan,NA,44,0,0,44
2020-03-25,Laos,NA,3,0,0,3
2020-03-25,Lebanon,NA,333,6,20,307
2020-03-25,Malaysia,NA,1796,20,199,1577
2020-03-25,Maldives,NA,13,0,8,5
2020-03-25,Mongolia,NA,10,0,0,10
2020-03-25,Nepal,NA,3,0,1,2
2020-03-25,Oman,NA,99,0,17,82
2020-03-25,Pakistan,NA,1063,8,21,1034
2020-03-25,Philippines,NA,636,38,26,572
2020-03-25,Qatar,NA,537,0,41,496
2020-03-25,Saudi Arabia,NA,900,2,29,869
2020-03-25,Singapore,NA,631,2,160,469
2020-03-25,Sri Lanka,NA,102,0,3,99
2020-03-25,Syria,NA,5,0,0,5
2020-03-25,Taiwan,NA,235,2,29,204
2020-03-25,Thailand,NA,934,4,70,860
2020-03-25,Timor-Leste,NA,1,0,0,1
2020-03-25,Turkey,NA,2433,59,26,2348
2020-03-25,United Arab Emirates,NA,333,2,52,279
2020-03-25,Uzbekistan,NA,60,0,0,60
2020-03-25,Vietnam,NA,141,0,17,124
2020-03-25,China,Gansu,136,2,121,13
2020-03-25,China,Jilin,95,1,92,2
2020-03-25,China,Shanxi,135,0,133,2
2020-03-25,China,Sichuan,547,3,536,8
2020-03-25,China,Yunnan,178,2,172,4
2020-03-25,China,Jilin,95,1,92,2
2020-03-25,China,Shanxi,135,0,133,2
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Yunnan,180,2,172,6
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Yunnan,180,2,172,6
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Yunnan,180,2,172,6
2020-03-26,China,Beijing,566,8,406,152
2020-03-26,China,Fujian,328,1,295,32
2020-03-26,China,Guangdong,1448,8,1336,104
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Henan,1275,22,1250,3
2020-03-26,Hong Kong,Hong Kong,453,4,110,339
2020-03-26,China,Hubei,67801,3169,61201,3431
2020-03-26,China,Inner Mongolia,89,1,74,14
2020-03-26,China,Jiangsu,640,0,631,9
2020-03-26,China,Liaoning,128,2,124,2
2020-03-26,Macau,Macau,31,0,10,21
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Shandong,771,7,752,12
2020-03-26,China,Shanghai,451,5,331,115
2020-03-26,China,Tianjin,151,3,133,15
2020-03-26,China,Zhejiang,1243,1,1222,20
2020-03-26,Afghanistan,NA,94,4,2,88
2020-03-26,Armenia,NA,290,1,18,271
2020-03-26,Azerbaijan,NA,122,3,15,104
2020-03-26,Bahrain,NA,458,4,204,250
2020-03-26,Bangladesh,NA,44,5,11,28
2020-03-26,Bhutan,NA,2,0,0,2
2020-03-26,Brunei,NA,114,0,5,109
2020-03-26,Cambodia,NA,96,0,10,86
2020-03-26,Cyprus,NA,146,3,4,139
2020-03-26,Georgia,NA,79,0,11,68
2020-03-26,India,NA,727,20,45,662
2020-03-26,Indonesia,NA,893,78,35,780
2020-03-26,Iran,NA,29406,2234,10457,16715
2020-03-26,Iraq,NA,382,36,105,241
2020-03-26,Israel,NA,2693,8,68,2617
2020-03-26,Japan,NA,1387,47,359,981
2020-03-26,Jordan,NA,212,0,1,211
2020-03-26,Kazakhstan,NA,111,1,2,108
2020-03-26,South Korea,NA,9241,131,4144,4966
2020-03-26,Kuwait,NA,208,0,49,159
2020-03-26,Kyrgyzstan,NA,44,0,0,44
2020-03-26,Laos,NA,6,0,0,6
2020-03-26,Lebanon,NA,368,6,23,339
2020-03-26,Malaysia,NA,2031,23,215,1793
2020-03-26,Maldives,NA,13,0,8,5
2020-03-26,Mongolia,NA,11,0,0,11
2020-03-26,Nepal,NA,3,0,1,2
2020-03-26,Oman,NA,109,0,23,86
2020-03-26,Pakistan,NA,1201,9,21,1171
2020-03-26,Philippines,NA,707,45,28,634
2020-03-26,Qatar,NA,549,0,43,506
2020-03-26,Saudi Arabia,NA,1012,3,33,976
2020-03-26,Singapore,NA,683,2,172,509
2020-03-26,Sri Lanka,NA,106,0,7,99
2020-03-26,Syria,NA,5,0,0,5
2020-03-26,Taiwan,NA,252,2,29,221
2020-03-26,Thailand,NA,1045,4,88,953
2020-03-26,Timor-Leste,NA,1,0,0,1
2020-03-26,Turkey,NA,3629,75,26,3528
2020-03-26,United Arab Emirates,NA,333,2,52,279
2020-03-26,Uzbekistan,NA,75,0,0,75
2020-03-26,Vietnam,NA,153,0,20,133
2020-03-26,West Bank and Gaza,NA,84,1,17,66
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Henan,1275,22,1250,3
2020-03-26,Macau,Macau,33,0,10,23
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Yunnan,180,2,172,6
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-26,China,Shaanxi,253,3,242,8
2020-03-26,China,Heilongjiang,484,13,469,2
2020-03-27,China,Jiangsu,641,0,631,10
2020-03-27,China,Shandong,772,7,752,13
2020-03-27,China,Sichuan,548,3,536,9
2020-03-27,China,Shandong,772,7,752,13
2020-03-27,China,Beijing,569,8,408,153
2020-03-27,China,Fujian,331,1,295,35
2020-03-27,China,Gansu,136,2,123,11
2020-03-27,China,Guangdong,1456,8,1337,111
2020-03-27,Hong Kong,Hong Kong,519,4,110,405
2020-03-27,China,Hubei,67801,3174,61732,2895
2020-03-27,China,Inner Mongolia,92,1,74,17
2020-03-27,China,Jiangsu,641,0,631,10
2020-03-27,China,Liaoning,128,2,124,2
2020-03-27,China,Shandong,772,7,752,13
2020-03-27,China,Shanghai,468,5,334,129
2020-03-27,China,Sichuan,548,3,536,9
2020-03-27,China,Tianjin,155,3,133,19
2020-03-27,China,Zhejiang,1247,1,1222,24
2020-03-27,Afghanistan,NA,110,4,2,104
2020-03-27,Armenia,NA,329,1,28,300
2020-03-27,Azerbaijan,NA,165,3,15,147
2020-03-27,Bahrain,NA,466,4,227,235
2020-03-27,Bangladesh,NA,48,5,11,32
2020-03-27,Bhutan,NA,3,0,0,3
2020-03-27,Brunei,NA,115,0,11,104
2020-03-27,Burma,NA,8,0,0,8
2020-03-27,Cambodia,NA,99,0,11,88
2020-03-27,Cyprus,NA,162,5,15,142
2020-03-27,Georgia,NA,83,0,14,69
2020-03-27,India,NA,887,20,73,794
2020-03-27,Indonesia,NA,1046,87,46,913
2020-03-27,Iran,NA,32332,2378,11133,18821
2020-03-27,Iraq,NA,458,40,122,296
2020-03-27,Israel,NA,3035,12,79,2944
2020-03-27,Japan,NA,1468,49,372,1047
2020-03-27,Jordan,NA,235,1,18,216
2020-03-27,Kazakhstan,NA,150,1,3,146
2020-03-27,South Korea,NA,9332,139,4528,4665
2020-03-27,Kuwait,NA,225,0,57,168
2020-03-27,Kyrgyzstan,NA,58,0,0,58
2020-03-27,Laos,NA,6,0,0,6
2020-03-27,Lebanon,NA,391,8,27,356
2020-03-27,Malaysia,NA,2161,26,259,1876
2020-03-27,Maldives,NA,16,0,9,7
2020-03-27,Mongolia,NA,11,0,0,11
2020-03-27,Nepal,NA,4,0,1,3
2020-03-27,Oman,NA,131,0,23,108
2020-03-27,Pakistan,NA,1373,11,23,1339
2020-03-27,Philippines,NA,803,54,31,718
2020-03-27,Qatar,NA,562,0,43,519
2020-03-27,Saudi Arabia,NA,1104,3,35,1066
2020-03-27,Singapore,NA,732,2,183,547
2020-03-27,Sri Lanka,NA,106,0,7,99
2020-03-27,Syria,NA,5,0,0,5
2020-03-27,Taiwan,NA,267,2,29,236
2020-03-27,Thailand,NA,1136,5,97,1034
2020-03-27,Timor-Leste,NA,1,0,0,1
2020-03-27,Turkey,NA,5698,92,42,5564
2020-03-27,United Arab Emirates,NA,405,2,52,351
2020-03-27,Uzbekistan,NA,88,1,5,82
2020-03-27,Vietnam,NA,163,0,20,143
2020-03-27,West Bank and Gaza,NA,91,1,17,73
2020-03-28,China,Beijing,573,8,410,155
2020-03-28,China,Fujian,337,1,295,41
2020-03-28,China,Gansu,136,2,125,9
2020-03-28,China,Guangdong,1467,8,1341,118
2020-03-28,China,Henan,1275,22,1251,2
2020-03-28,Hong Kong,Hong Kong,561,4,112,445
2020-03-28,China,Hubei,67801,3177,62098,2526
2020-03-28,China,Inner Mongolia,94,1,74,19
2020-03-28,China,Jilin,97,1,92,4
2020-03-28,China,Liaoning,132,2,124,6
2020-03-28,Macau,Macau,37,0,10,27
2020-03-28,China,Shanghai,485,5,334,146
2020-03-28,China,Tianjin,161,3,133,25
2020-03-28,China,Zhejiang,1251,1,1225,25
2020-03-28,Afghanistan,NA,110,4,2,104
2020-03-28,Armenia,NA,407,1,30,376
2020-03-28,Azerbaijan,NA,182,4,15,163
2020-03-28,Bahrain,NA,476,4,265,207
2020-03-28,Bangladesh,NA,48,5,15,28
2020-03-28,Bhutan,NA,3,0,0,3
2020-03-28,Brunei,NA,120,1,25,94
2020-03-28,Burma,NA,8,0,0,8
2020-03-28,Cambodia,NA,99,0,13,86
2020-03-28,Cyprus,NA,179,5,15,159
2020-03-28,Georgia,NA,90,0,14,76
2020-03-28,India,NA,987,24,84,879
2020-03-28,Indonesia,NA,1155,102,59,994
2020-03-28,Iran,NA,35408,2517,11679,21212
2020-03-28,Iraq,NA,506,42,131,333
2020-03-28,Israel,NA,3619,12,89,3518
2020-03-28,Japan,NA,1693,52,404,1237
2020-03-28,Jordan,NA,246,1,18,227
2020-03-28,Kazakhstan,NA,228,1,16,211
2020-03-28,South Korea,NA,9478,144,4811,4523
2020-03-28,Kuwait,NA,235,0,64,171
2020-03-28,Kyrgyzstan,NA,58,0,0,58
2020-03-28,Laos,NA,8,0,0,8
2020-03-28,Lebanon,NA,412,8,30,374
2020-03-28,Malaysia,NA,2320,27,320,1973
2020-03-28,Maldives,NA,16,0,9,7
2020-03-28,Mongolia,NA,12,0,0,12
2020-03-28,Nepal,NA,5,0,1,4
2020-03-28,Oman,NA,152,0,23,129
2020-03-28,Pakistan,NA,1495,12,29,1454
2020-03-28,Philippines,NA,1075,68,35,972
2020-03-28,Qatar,NA,590,1,45,544
2020-03-28,Saudi Arabia,NA,1203,4,37,1162
2020-03-28,Singapore,NA,802,2,198,602
2020-03-28,Sri Lanka,NA,113,1,9,103
2020-03-28,Syria,NA,5,0,0,5
2020-03-28,Taiwan,NA,283,2,30,251
2020-03-28,Thailand,NA,1245,6,97,1142
2020-03-28,Timor-Leste,NA,1,0,0,1
2020-03-28,Turkey,NA,7402,108,70,7224
2020-03-28,United Arab Emirates,NA,468,2,52,414
2020-03-28,Uzbekistan,NA,104,2,5,97
2020-03-28,Vietnam,NA,174,0,21,153
2020-03-28,West Bank and Gaza,NA,98,1,18,79
2020-03-28,Macau,Macau,37,0,10,27
2020-03-29,China,Beijing,577,8,412,157
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Fujian,338,1,295,42
2020-03-29,China,Gansu,138,2,125,11
2020-03-29,China,Guangdong,1475,8,1349,118
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,Hong Kong,Hong Kong,641,4,112,525
2020-03-29,China,Hubei,67801,3182,62570,2049
2020-03-29,China,Inner Mongolia,95,1,74,20
2020-03-29,China,Jiangsu,644,0,631,13
2020-03-29,China,Jiangxi,937,1,934,2
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Liaoning,134,2,124,8
2020-03-29,China,Shanghai,492,5,334,153
2020-03-29,China,Shanxi,136,0,133,3
2020-03-29,China,Sichuan,550,3,536,11
2020-03-29,China,Tianjin,166,3,133,30
2020-03-29,China,Zhejiang,1254,1,1225,28
2020-03-29,Afghanistan,NA,120,4,2,114
2020-03-29,Armenia,NA,424,3,30,391
2020-03-29,Azerbaijan,NA,209,4,15,190
2020-03-29,Bahrain,NA,499,4,272,223
2020-03-29,Bangladesh,NA,48,5,15,28
2020-03-29,Bhutan,NA,4,0,0,4
2020-03-29,Brunei,NA,126,1,34,91
2020-03-29,Burma,NA,10,0,0,10
2020-03-29,Cambodia,NA,103,0,21,82
2020-03-29,Cyprus,NA,214,5,15,194
2020-03-29,Georgia,NA,91,0,18,73
2020-03-29,India,NA,1024,27,95,902
2020-03-29,Indonesia,NA,1285,114,64,1107
2020-03-29,Iran,NA,38309,2640,12391,23278
2020-03-29,Iraq,NA,547,42,143,362
2020-03-29,Israel,NA,4247,15,132,4100
2020-03-29,Japan,NA,1866,54,424,1388
2020-03-29,Jordan,NA,259,3,18,238
2020-03-29,Kazakhstan,NA,284,1,20,263
2020-03-29,South Korea,NA,9583,152,5033,4398
2020-03-29,Kuwait,NA,255,0,67,188
2020-03-29,Kyrgyzstan,NA,84,0,0,84
2020-03-29,Laos,NA,8,0,0,8
2020-03-29,Lebanon,NA,438,10,30,398
2020-03-29,Malaysia,NA,2470,35,388,2047
2020-03-29,Maldives,NA,17,0,13,4
2020-03-29,Mongolia,NA,12,0,0,12
2020-03-29,Nepal,NA,5,0,1,4
2020-03-29,Oman,NA,167,0,23,144
2020-03-29,Pakistan,NA,1597,14,29,1554
2020-03-29,Philippines,NA,1418,71,42,1305
2020-03-29,Qatar,NA,634,1,48,585
2020-03-29,Saudi Arabia,NA,1299,8,66,1225
2020-03-29,Singapore,NA,844,3,212,629
2020-03-29,Sri Lanka,NA,117,1,11,105
2020-03-29,Syria,NA,9,1,0,8
2020-03-29,Taiwan,NA,298,2,30,266
2020-03-29,Thailand,NA,1388,7,97,1284
2020-03-29,Timor-Leste,NA,1,0,0,1
2020-03-29,Turkey,NA,9217,131,105,8981
2020-03-29,United Arab Emirates,NA,570,3,58,509
2020-03-29,Uzbekistan,NA,144,2,7,135
2020-03-29,Vietnam,NA,188,0,25,163
2020-03-29,West Bank and Gaza,NA,109,1,18,90
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Gansu,138,2,125,11
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Liaoning,136,2,124,10
2020-03-29,China,Shanxi,136,0,133,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Gansu,138,2,125,11
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Shanxi,136,0,133,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Henan,1276,22,1251,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Jilin,98,1,92,5
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-29,China,Chongqing,579,6,570,3
2020-03-30,China,Beijing,577,8,415,154
2020-03-30,China,Fujian,340,1,295,44
2020-03-30,China,Guangdong,1484,8,1351,125
2020-03-30,China,Hebei,321,6,310,5
2020-03-30,Hong Kong,Hong Kong,682,4,123,555
2020-03-30,China,Hubei,67801,3186,62889,1726
2020-03-30,China,Inner Mongolia,97,1,74,22
2020-03-30,China,Jiangsu,645,0,631,14
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,Macau,Macau,38,0,10,28
2020-03-30,China,Shandong,773,7,753,13
2020-03-30,China,Shanghai,498,5,338,155
2020-03-30,China,Sichuan,550,3,536,11
2020-03-30,China,Tianjin,174,3,133,38
2020-03-30,China,Zhejiang,1255,1,1225,29
2020-03-30,Afghanistan,NA,170,4,2,164
2020-03-30,Armenia,NA,482,3,30,449
2020-03-30,Azerbaijan,NA,273,4,26,243
2020-03-30,Bahrain,NA,515,4,279,232
2020-03-30,Bangladesh,NA,49,5,19,25
2020-03-30,Bhutan,NA,4,0,0,4
2020-03-30,Brunei,NA,127,1,38,88
2020-03-30,Burma,NA,14,0,0,14
2020-03-30,Cambodia,NA,107,0,21,86
2020-03-30,Cyprus,NA,230,7,22,201
2020-03-30,Georgia,NA,103,0,20,83
2020-03-30,India,NA,1251,32,102,1117
2020-03-30,Indonesia,NA,1414,122,75,1217
2020-03-30,Iran,NA,41495,2757,13911,24827
2020-03-30,Iraq,NA,630,46,152,432
2020-03-30,Israel,NA,4695,16,161,4518
2020-03-30,Japan,NA,1866,54,424,1388
2020-03-30,Jordan,NA,268,5,26,237
2020-03-30,Kazakhstan,NA,302,1,21,280
2020-03-30,South Korea,NA,9661,158,5228,4275
2020-03-30,Kuwait,NA,266,0,72,194
2020-03-30,Kyrgyzstan,NA,94,0,3,91
2020-03-30,Laos,NA,8,0,0,8
2020-03-30,Lebanon,NA,446,11,35,400
2020-03-30,Malaysia,NA,2626,37,479,2110
2020-03-30,Maldives,NA,17,0,13,4
2020-03-30,Mongolia,NA,12,0,2,10
2020-03-30,Nepal,NA,5,0,1,4
2020-03-30,Oman,NA,179,0,29,150
2020-03-30,Pakistan,NA,1717,21,76,1620
2020-03-30,Philippines,NA,1546,78,42,1426
2020-03-30,Qatar,NA,693,1,51,641
2020-03-30,Saudi Arabia,NA,1453,8,115,1330
2020-03-30,Singapore,NA,879,3,228,648
2020-03-30,Sri Lanka,NA,122,2,15,105
2020-03-30,Syria,NA,10,2,0,8
2020-03-30,Taiwan,NA,306,5,39,262
2020-03-30,Thailand,NA,1524,9,229,1286
2020-03-30,Timor-Leste,NA,1,0,0,1
2020-03-30,Turkey,NA,10827,168,162,10497
2020-03-30,United Arab Emirates,NA,611,5,61,545
2020-03-30,Uzbekistan,NA,149,2,7,140
2020-03-30,Vietnam,NA,203,0,55,148
2020-03-30,West Bank and Gaza,NA,116,1,18,97
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Hebei,321,6,310,5
2020-03-30,China,Inner Mongolia,107,1,74,32
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Sichuan,550,3,536,11
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-30,China,Jiangxi,937,1,935,1
2020-03-31,Macau,Macau,41,0,10,31
2020-03-31,China,Shanxi,137,0,133,4
2020-03-31,China,Shanxi,137,0,133,4
2020-03-31,China,Beijing,580,8,418,154
2020-03-31,China,Fujian,343,1,295,47
2020-03-31,China,Guangdong,1494,8,1356,130
2020-03-31,Hong Kong,Hong Kong,714,4,128,582
2020-03-31,China,Hubei,67801,3187,63153,1461
2020-03-31,China,Jiangsu,646,0,631,15
2020-03-31,China,Liaoning,139,2,124,13
2020-03-31,Macau,Macau,41,0,10,31
2020-03-31,China,Shandong,774,7,753,14
2020-03-31,China,Shanghai,509,5,341,163
2020-03-31,China,Tianjin,174,3,135,36
2020-03-31,China,Yunnan,182,2,172,8
2020-03-31,China,Zhejiang,1257,1,1226,30
2020-03-31,Afghanistan,NA,174,4,5,165
2020-03-31,Armenia,NA,532,3,30,499
2020-03-31,Azerbaijan,NA,298,5,26,267
2020-03-31,Bahrain,NA,567,4,295,268
2020-03-31,Bangladesh,NA,51,5,25,21
2020-03-31,Bhutan,NA,4,0,0,4
2020-03-31,Brunei,NA,129,1,45,83
2020-03-31,Burma,NA,15,1,0,14
2020-03-31,Cambodia,NA,109,0,23,86
2020-03-31,Cyprus,NA,262,8,23,231
2020-03-31,Georgia,NA,110,0,21,89
2020-03-31,India,NA,1397,35,123,1239
2020-03-31,Indonesia,NA,1528,136,81,1311
2020-03-31,Iran,NA,44605,2898,14656,27051
2020-03-31,Iraq,NA,694,50,170,474
2020-03-31,Israel,NA,5358,20,224,5114
2020-03-31,Japan,NA,1953,56,424,1473
2020-03-31,Jordan,NA,274,5,30,239
2020-03-31,Kazakhstan,NA,343,2,24,317
2020-03-31,South Korea,NA,9786,162,5408,4216
2020-03-31,Kuwait,NA,289,0,73,216
2020-03-31,Kyrgyzstan,NA,107,0,3,104
2020-03-31,Laos,NA,9,0,0,9
2020-03-31,Lebanon,NA,470,12,37,421
2020-03-31,Malaysia,NA,2766,43,537,2186
2020-03-31,Maldives,NA,18,0,13,5
2020-03-31,Mongolia,NA,12,0,2,10
2020-03-31,Nepal,NA,5,0,1,4
2020-03-31,Oman,NA,192,1,34,157
2020-03-31,Pakistan,NA,1938,26,76,1836
2020-03-31,Philippines,NA,2084,88,49,1947
2020-03-31,Qatar,NA,781,2,62,717
2020-03-31,Saudi Arabia,NA,1563,10,165,1388
2020-03-31,Singapore,NA,926,3,240,683
2020-03-31,Sri Lanka,NA,143,2,17,124
2020-03-31,Syria,NA,10,2,0,8
2020-03-31,Taiwan,NA,322,5,39,278
2020-03-31,Thailand,NA,1651,10,342,1299
2020-03-31,Timor-Leste,NA,1,0,0,1
2020-03-31,Turkey,NA,13531,214,243,13074
2020-03-31,United Arab Emirates,NA,664,6,61,597
2020-03-31,Uzbekistan,NA,172,2,7,163
2020-03-31,Vietnam,NA,212,0,58,154
2020-03-31,West Bank and Gaza,NA,119,1,18,100
2020-03-31,China,Jiangsu,646,0,631,15
2020-03-31,Macau,Macau,41,0,10,31
2020-03-31,China,Shandong,774,7,753,14
2020-03-31,China,Shanxi,137,0,133,4
2020-03-31,China,Yunnan,182,2,172,8
2020-03-31,China,Zhejiang,1257,1,1226,30
2020-03-31,China,Shanxi,137,0,133,4
2020-04-01,China,Gansu,138,2,127,9
2020-04-01,China,Inner Mongolia,117,1,74,42
2020-04-01,China,Shaanxi,255,3,242,10
2020-04-01,China,Tianjin,176,3,135,38
2020-04-01,China,Yunnan,183,2,172,9
2020-04-01,China,Inner Mongolia,117,1,74,42
2020-04-01,China,Beijing,580,8,418,154
2020-04-01,China,Fujian,345,1,298,46
2020-04-01,China,Gansu,138,2,127,9
2020-04-01,China,Guangdong,1501,8,1357,136
2020-04-01,China,Hebei,323,6,310,7
2020-04-01,Hong Kong,Hong Kong,765,4,147,614
2020-04-01,China,Hubei,67802,3193,63326,1283
2020-04-01,China,Inner Mongolia,111,1,74,36
2020-04-01,China,Liaoning,140,2,124,14
2020-04-01,China,Shaanxi,255,3,242,10
2020-04-01,China,Shanghai,516,6,341,169
2020-04-01,China,Sichuan,552,3,537,12
2020-04-01,China,Tianjin,176,3,135,38
2020-04-01,Afghanistan,NA,237,4,5,228
2020-04-01,Armenia,NA,571,4,31,536
2020-04-01,Azerbaijan,NA,359,5,26,328
2020-04-01,Bahrain,NA,569,4,337,228
2020-04-01,Bangladesh,NA,54,6,25,23
2020-04-01,Bhutan,NA,4,0,0,4
2020-04-01,Brunei,NA,131,1,52,78
2020-04-01,Burma,NA,15,1,0,14
2020-04-01,Cambodia,NA,109,0,25,84
2020-04-01,Cyprus,NA,320,9,28,283
2020-04-01,Georgia,NA,117,0,23,94
2020-04-01,India,NA,1998,58,148,1792
2020-04-01,Indonesia,NA,1677,157,103,1417
2020-04-01,Iran,NA,47593,3036,15473,29084
2020-04-01,Iraq,NA,728,52,182,494
2020-04-01,Israel,NA,6092,26,241,5825
2020-04-01,Japan,NA,2178,57,472,1649
2020-04-01,Jordan,NA,278,5,36,237
2020-04-01,Kazakhstan,NA,380,3,26,351
2020-04-01,South Korea,NA,9887,165,5567,4155
2020-04-01,Kuwait,NA,317,0,80,237
2020-04-01,Kyrgyzstan,NA,111,0,3,108
2020-04-01,Laos,NA,10,0,0,10
2020-04-01,Lebanon,NA,479,14,43,422
2020-04-01,Malaysia,NA,2908,45,645,2218
2020-04-01,Maldives,NA,19,0,13,6
2020-04-01,Mongolia,NA,14,0,2,12
2020-04-01,Nepal,NA,5,0,1,4
2020-04-01,Oman,NA,210,1,34,175
2020-04-01,Pakistan,NA,2118,27,94,1997
2020-04-01,Philippines,NA,2311,96,50,2165
2020-04-01,Qatar,NA,835,2,71,762
2020-04-01,Saudi Arabia,NA,1720,16,264,1440
2020-04-01,Singapore,NA,1000,3,245,752
2020-04-01,Sri Lanka,NA,146,3,21,122
2020-04-01,Syria,NA,10,2,0,8
2020-04-01,Taiwan,NA,329,5,39,285
2020-04-01,Thailand,NA,1771,12,505,1254
2020-04-01,Timor-Leste,NA,1,0,0,1
2020-04-01,Turkey,NA,15679,277,333,15069
2020-04-01,United Arab Emirates,NA,814,8,61,745
2020-04-01,Uzbekistan,NA,181,2,12,167
2020-04-01,Vietnam,NA,218,0,63,155
2020-04-01,West Bank and Gaza,NA,134,1,18,115
2020-04-01,China,Gansu,138,2,127,9
2020-04-01,China,Inner Mongolia,117,1,74,42
2020-04-01,China,Inner Mongolia,117,1,74,42
2020-04-01,China,Guangxi,254,2,252,0
2020-04-01,China,Guangxi,254,2,252,0
2020-04-01,China,Guangxi,254,2,252,0
2020-04-01,China,Guangxi,254,2,252,0
2020-04-01,China,Guangxi,254,2,252,0
2020-04-02,China,Beijing,582,8,424,150
2020-04-02,China,Fujian,345,1,299,45
2020-04-02,China,Guangdong,1507,8,1365,134
2020-04-02,China,Guangxi,254,2,252,0
2020-04-02,China,Hebei,325,6,310,9
2020-04-02,China,Heilongjiang,488,13,469,6
2020-04-02,Hong Kong,Hong Kong,802,4,147,651
2020-04-02,China,Hubei,67802,3199,63471,1132
2020-04-02,China,Hunan,1019,4,1014,1
2020-04-02,China,Jiangsu,647,0,631,16
2020-04-02,China,Liaoning,141,2,124,15
2020-04-02,China,Shandong,775,7,753,15
2020-04-02,China,Shanghai,522,6,343,173
2020-04-02,China,Sichuan,554,3,537,14
2020-04-02,China,Zhejiang,1258,1,1228,29
2020-04-02,Afghanistan,NA,273,6,10,257
2020-04-02,Armenia,NA,663,7,33,623
2020-04-02,Azerbaijan,NA,400,5,26,369
2020-04-02,Bahrain,NA,643,4,381,258
2020-04-02,Bangladesh,NA,56,6,25,25
2020-04-02,Bhutan,NA,5,0,1,4
2020-04-02,Brunei,NA,133,1,56,76
2020-04-02,Burma,NA,20,1,0,19
2020-04-02,Cambodia,NA,110,0,34,76
2020-04-02,Cyprus,NA,356,10,28,318
2020-04-02,Georgia,NA,134,0,26,108
